10/1/2024 12:00:54 AM	15.72	28.66	23.83	40.75	-0.09	-0.10
10/1/2024 12:02:54 AM	15.72	29.20	23.74	40.75	-0.09	-0.10
10/1/2024 12:04:55 AM	15.72	29.20	23.78	40.75	-0.09	-0.10
10/1/2024 12:06:55 AM	15.72	29.20	23.92	40.75	-0.09	-0.20
10/1/2024 12:08:56 AM	15.72	29.20	23.74	40.75	-0.09	-0.10
10/1/2024 12:10:57 AM	15.72	29.20	24.01	40.75	-0.09	-0.10
10/1/2024 12:12:58 AM	15.72	29.20	23.64	40.75	-0.19	-0.10
10/1/2024 12:14:58 AM	14.71	29.20	23.92	40.75	-0.09	-0.10
10/1/2024 12:16:59 AM	14.71	29.20	23.92	40.75	-0.09	-0.10
10/1/2024 12:18:59 AM	14.71	29.20	24.10	40.75	-0.09	-0.10
10/1/2024 12:20:59 AM	15.72	29.20	23.92	40.75	-0.09	-0.10
10/1/2024 12:23:00 AM	14.71	29.20	24.01	40.75	-0.09	-0.10
10/1/2024 12:25:01 AM	14.71	29.20	23.92	40.75	-0.09	-0.10
10/1/2024 12:27:01 AM	15.72	29.20	24.06	40.75	-0.09	-0.10
10/1/2024 12:29:01 AM	14.71	29.20	23.92	40.75	-0.09	-0.10
10/1/2024 12:31:02 AM	14.71	29.20	23.96	40.75	-0.09	-0.10
10/1/2024 12:33:02 AM	14.71	29.20	23.92	40.75	-0.19	-0.10
10/1/2024 12:35:03 AM	15.72	29.74	23.96	40.75	-0.09	-0.10
10/1/2024 12:37:04 AM	14.71	29.20	23.92	40.75	-0.09	-0.10
10/1/2024 12:39:04 AM	14.71	29.20	23.78	40.75	-0.09	-0.10
10/1/2024 12:41:04 AM	14.71	29.20	23.92	40.75	-0.09	-0.10
10/1/2024 12:43:05 AM	14.71	29.20	23.96	40.75	-0.09	-0.20
10/1/2024 12:45:05 AM	14.71	29.20	23.92	40.75	-0.09	-0.10
10/1/2024 12:47:05 AM	14.71	29.20	23.96	40.75	-0.09	-0.10
10/1/2024 12:49:06 AM	15.72	29.20	23.87	40.75	-0.19	-0.10
10/1/2024 12:51:07 AM	14.71	29.20	24.10	40.75	-0.19	-0.10
10/1/2024 12:53:07 AM	14.71	29.20	23.83	40.75	-0.09	-0.10
10/1/2024 12:55:07 AM	14.71	29.20	23.87	40.75	-0.09	-0.10
10/1/2024 12:57:07 AM	14.71	29.20	24.01	40.75	-0.09	-0.20
10/1/2024 12:59:08 AM	14.71	29.20	24.01	40.75	-0.09	-0.10
10/1/2024 1:01:08 AM	14.71	29.20	23.78	40.75	-0.19	-0.10
10/1/2024 1:03:08 AM	14.71	29.20	23.87	40.75	-0.09	-0.10
10/1/2024 1:05:09 AM	14.71	29.20	24.06	40.25	-0.09	-0.10
10/1/2024 1:07:09 AM	14.71	29.20	24.01	37.25	-0.09	-0.10
10/1/2024 1:09:10 AM	14.71	29.20	23.92	37.25	-0.09	-0.10
10/1/2024 1:11:11 AM	14.71	29.20	23.96	37.25	-0.09	-0.10
10/1/2024 1:13:12 AM	14.71	29.20	24.01	37.25	-0.09	-0.10
10/1/2024 1:15:12 AM	14.71	28.66	23.92	37.25	-0.09	-0.10
10/1/2024 1:17:13 AM	14.71	29.20	23.92	37.25	-0.09	-0.10
10/1/2024 1:19:15 AM	14.71	28.66	24.01	37.25	-0.09	-0.10
10/1/2024 1:21:16 AM	14.71	29.20	23.96	37.25	-0.09	-0.20
10/1/2024 1:23:29 AM	14.71	28.66	24.01	37.25	-0.09	-0.10
10/1/2024 1:25:29 AM	14.71	28.66	23.60	37.25	-0.09	-0.20
10/1/2024 1:27:30 AM	14.71	28.66	23.87	37.25	-0.09	-0.10
10/1/2024 1:29:30 AM	14.71	29.20	23.92	37.25	-0.09	-0.20
10/1/2024 1:31:31 AM	14.71	28.66	23.92	37.25	-0.19	-0.10
10/1/2024 1:33:31 AM	14.71	28.66	24.01	37.25	-0.09	-0.10
10/1/2024 1:35:31 AM	14.71	28.66	23.92	37.25	-0.09	-0.10
10/1/2024 1:37:32 AM	14.71	29.20	23.96	37.25	-0.09	-0.10
10/1/2024 1:39:32 AM	14.71	28.66	23.92	37.25	-0.09	-0.10
10/1/2024 1:41:33 AM	14.71	29.20	24.01	37.25	-0.09	-0.10
10/1/2024 1:43:33 AM	14.71	28.66	23.92	37.25	-0.09	-0.10
